Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000054759	ENSG00000243489	KRTAP10-11	Krtap5-2
ENSMUSG00000054759	ENSG00000188155	KRTAP10-6	Krtap5-2
ENSMUSG00000054759	ENSG00000221837	KRTAP10-9	Krtap5-2
ENSMUSG00000054759	ENSG00000241241	KRTAP4-16	Krtap5-2
ENSMUSG00000054759	ENSG00000212721	KRTAP4-11	Krtap5-2
ENSMUSG00000054759	ENSG00000212722	KRTAP4-9	Krtap5-2
ENSMUSG00000054759	ENSG00000204880	KRTAP4-8	Krtap5-2
ENSMUSG00000054759	ENSG00000171396	KRTAP4-4	Krtap5-2
ENSMUSG00000054759	ENSG00000244537	KRTAP4-2	Krtap5-2
ENSMUSG00000054759	ENSG00000198443	KRTAP4-1	Krtap5-2
ENSMUSG00000054759	ENSG00000241123	KRTAP10-5	Krtap5-2
ENSMUSG00000054759	ENSG00000215455	KRTAP10-1	Krtap5-2
ENSMUSG00000054759	ENSG00000212935	KRTAP10-3	Krtap5-2
ENSMUSG00000054759	ENSG00000212659	KRTAP9-6	Krtap5-2
ENSMUSG00000054759	ENSG00000204873	KRTAP9-3	Krtap5-2
ENSMUSG00000054759	ENSG00000187272	KRTAP9-8	Krtap5-2
ENSMUSG00000054759	ENSG00000241595	KRTAP9-4	Krtap5-2
ENSMUSG00000054759	ENSG00000198083	KRTAP9-9	Krtap5-2
ENSMUSG00000054759	ENSG00000239886	KRTAP9-2	Krtap5-2
ENSMUSG00000054759	ENSG00000180386	KRTAP9-7	Krtap5-2
ENSMUSG00000054759	ENSG00000240542	KRTAP9-1	Krtap5-2
ENSMUSG00000054759	ENSG00000198271	KRTAP4-5	Krtap5-2
ENSMUSG00000066101	ENSG00000212658	KRTAP29-1	Gm10153
ENSMUSG00000043029	ENSG00000167723	TRPV3	Trpv3
ENSMUSG00000028944	ENSG00000106617	PRKAG2	Prkag2
ENSMUSG00000061845	ENSG00000239839	DEFA3	Defa35
ENSMUSG00000061845	ENSG00000164821	DEFA4	Defa35
ENSMUSG00000061845	ENSG00000240247	DEFA1B	Defa35
ENSMUSG00000061845	ENSG00000164816	DEFA5	Defa35
ENSMUSG00000061845	ENSG00000206047	DEFA1	Defa35
ENSMUSG00000061845	ENSG00000164822	DEFA6	Defa35
ENSMUSG00000002221	ENSG00000157212	PAXIP1	Paxip1
ENSMUSG00000025351	ENSG00000135404	CD63	Cd63
ENSMUSG00000034258	ENSG00000119686	FLVCR2	Flvcr2
ENSMUSG00000015092	ENSG00000107223	EDF1	Edf1
ENSMUSG00000006342	ENSG00000099994	SUSD2	Susd2
ENSMUSG00000040242	ENSG00000111790	FGFR1OP2	Fgfr1op2
ENSMUSG00000030708	ENSG00000187726	DNAJB13	Dnajb13
ENSMUSG00000020459	ENSG00000085760	MTIF2	Mtif2
ENSMUSG00000038895	ENSG00000161914	ZNF653	Zfp653
ENSMUSG00000041671	ENSG00000121350	PYROXD1	Pyroxd1
ENSMUSG00000040896	ENSG00000171385	KCND3	Kcnd3
ENSMUSG00000017837	ENSG00000168256	NKIRAS2	Nkiras2
ENSMUSG00000000753	ENSG00000132386	SERPINF1	Serpinf1
ENSMUSG00000063455	ENSG00000122778	KIAA1549	D630045J12Rik
ENSMUSG00000019894	ENSG00000072041	SLC6A15	Slc6a15
ENSMUSG00000025091	ENSG00000266200	PNLIPRP2	Pnliprp2
ENSMUSG00000031904	ENSG00000103064	SLC7A6	Slc7a6
ENSMUSG00000071519	ENSG00000204983	PRSS1	Prss3
ENSMUSG00000071519	ENSG00000010438	PRSS3	Prss3
ENSMUSG00000071519	ENSG00000275896	PRSS2	Prss3
ENSMUSG00000062148	ENSG00000169397	RNASE3	Ear6
ENSMUSG00000062148	ENSG00000169385	RNASE2	Ear6
ENSMUSG00000033685	ENSG00000175567	UCP2	Ucp2
ENSMUSG00000075137	ENSG00000186113	OR5D14	Olfr1163
ENSMUSG00000030413	ENSG00000008438	PGLYRP1	Pglyrp1
ENSMUSG00000035551	ENSG00000137142	IGFBPL1	Igfbpl1
ENSMUSG00000042985	ENSG00000243566	UPK3B	Upk3b
ENSMUSG00000027861	ENSG00000118729	CASQ2	Casq2
ENSMUSG00000021252	ENSG00000133935	ERG28	Erg28
ENSMUSG00000070691	ENSG00000020633	RUNX3	Runx3
ENSMUSG00000022672	ENSG00000253729	PRKDC	Prkdc
ENSMUSG00000006782	ENSG00000173786	CNP	Cnp
ENSMUSG00000027400	ENSG00000101327	PDYN	Pdyn
ENSMUSG00000025220	ENSG00000198408	OGA	Oga
ENSMUSG00000094687	ENSG00000239839	DEFA3	Defa25
ENSMUSG00000094687	ENSG00000164821	DEFA4	Defa25
ENSMUSG00000094687	ENSG00000240247	DEFA1B	Defa25
ENSMUSG00000094687	ENSG00000164816	DEFA5	Defa25
ENSMUSG00000094687	ENSG00000206047	DEFA1	Defa25
ENSMUSG00000094687	ENSG00000164822	DEFA6	Defa25
ENSMUSG00000020653	ENSG00000172059	KLF11	Klf11
ENSMUSG00000031445	ENSG00000126231	PROZ	Proz
ENSMUSG00000034083	ENSG00000154781	CCDC174	Ccdc174
ENSMUSG00000030731	ENSG00000213023	SYT3	Syt3
ENSMUSG00000047344	ENSG00000147036	LANCL3	Lancl3
ENSMUSG00000038564	ENSG00000138002	IFT172	Ift172
ENSMUSG00000062082	ENSG00000163606	CD200R1	Cd200r4
ENSMUSG00000062082	ENSG00000206531	CD200R1L	Cd200r4
ENSMUSG00000037373	ENSG00000159692	CTBP1	Ctbp1
ENSMUSG00000108891	ENSG00000177693	OR4F4	Olfr1291-ps1
ENSMUSG00000108891	ENSG00000186092	OR4F5	Olfr1291-ps1
ENSMUSG00000108891	ENSG00000176695	OR4F17	Olfr1291-ps1
ENSMUSG00000032869	ENSG00000125818	PSMF1	Psmf1
ENSMUSG00000026253	ENSG00000196811	CHRNG	Chrng
ENSMUSG00000029830	ENSG00000157703	SVOPL	Svopl
ENSMUSG00000039106	ENSG00000157219	HTR5A	Htr5a
ENSMUSG00000037221	ENSG00000106330	MOSPD3	Mospd3
ENSMUSG00000033732	ENSG00000189091	SF3B3	Sf3b3
ENSMUSG00000075410	ENSG00000214140	PRCD	Prcd
ENSMUSG00000026000	ENSG00000115365	LANCL1	Lancl1
ENSMUSG00000036040	ENSG00000197859	ADAMTSL2	Adamtsl2
ENSMUSG00000008206	ENSG00000090661	CERS4	Cers4
ENSMUSG00000031147	ENSG00000269313	MAGIX	Magix
ENSMUSG00000018168	ENSG00000161405	IKZF3	Ikzf3
ENSMUSG00000048721	ENSG00000285868	AC008676.3	Fndc9
ENSMUSG00000048721	ENSG00000172568	FNDC9	Fndc9
ENSMUSG00000025983	ENSG00000144395	CCDC150	Ccdc150
ENSMUSG00000038342	ENSG00000175727	MLXIP	Mlxip
ENSMUSG00000031590	ENSG00000109536	FRG1	Frg1
ENSMUSG00000073786	ENSG00000205864	KRTAP5-6	Gm7579
ENSMUSG00000073786	ENSG00000241233	KRTAP5-8	Gm7579
ENSMUSG00000068889	ENSG00000187173	LCE2A	Lce1e
ENSMUSG00000068889	ENSG00000159455	LCE2B	Lce1e
ENSMUSG00000068889	ENSG00000187223	LCE2D	Lce1e
ENSMUSG00000068889	ENSG00000187180	LCE2C	Lce1e
ENSMUSG00000040170	ENSG00000094963	FMO2	Fmo2
ENSMUSG00000038542	ENSG00000126226	PCID2	Pcid2
ENSMUSG00000073785	ENSG00000185940	KRTAP5-5	Krtap5-5
ENSMUSG00000073785	ENSG00000205867	KRTAP5-2	Krtap5-5
ENSMUSG00000020810	ENSG00000161544	CYGB	Cygb
ENSMUSG00000110324	ENSG00000212725	KRTAP2-1	Gm40460
ENSMUSG00000110324	ENSG00000213417	KRTAP2-4	Gm40460
ENSMUSG00000110324	ENSG00000212724	KRTAP2-3	Gm40460
ENSMUSG00000110324	ENSG00000214518	KRTAP2-2	Gm40460
ENSMUSG00000110324	ENSG00000215454	KRTAP10-4	Gm40460
ENSMUSG00000110324	ENSG00000243489	KRTAP10-11	Gm40460
ENSMUSG00000110324	ENSG00000188155	KRTAP10-6	Gm40460
ENSMUSG00000110324	ENSG00000221837	KRTAP10-9	Gm40460
ENSMUSG00000110324	ENSG00000241241	KRTAP4-16	Gm40460
ENSMUSG00000110324	ENSG00000212721	KRTAP4-11	Gm40460
ENSMUSG00000110324	ENSG00000212722	KRTAP4-9	Gm40460
ENSMUSG00000110324	ENSG00000204880	KRTAP4-8	Gm40460
ENSMUSG00000110324	ENSG00000171396	KRTAP4-4	Gm40460
ENSMUSG00000110324	ENSG00000244537	KRTAP4-2	Gm40460
ENSMUSG00000110324	ENSG00000198443	KRTAP4-1	Gm40460
ENSMUSG00000110324	ENSG00000241123	KRTAP10-5	Gm40460
ENSMUSG00000110324	ENSG00000215455	KRTAP10-1	Gm40460
ENSMUSG00000110324	ENSG00000212935	KRTAP10-3	Gm40460
ENSMUSG00000110324	ENSG00000212659	KRTAP9-6	Gm40460
ENSMUSG00000110324	ENSG00000204873	KRTAP9-3	Gm40460
ENSMUSG00000110324	ENSG00000187272	KRTAP9-8	Gm40460
ENSMUSG00000110324	ENSG00000241595	KRTAP9-4	Gm40460
ENSMUSG00000110324	ENSG00000198083	KRTAP9-9	Gm40460
ENSMUSG00000110324	ENSG00000239886	KRTAP9-2	Gm40460
ENSMUSG00000110324	ENSG00000180386	KRTAP9-7	Gm40460
ENSMUSG00000110324	ENSG00000240542	KRTAP9-1	Gm40460
ENSMUSG00000110324	ENSG00000198271	KRTAP4-5	Gm40460
ENSMUSG00000059288	ENSG00000153046	CDYL	Cdyl
ENSMUSG00000074997	ENSG00000127445	PIN1	Pin1rt1
ENSMUSG00000037885	ENSG00000125834	STK35	Stk35
ENSMUSG00000056209	ENSG00000107833	NPM3	Npm3
ENSMUSG00000031444	ENSG00000126218	F10	F10
ENSMUSG00000056885	ENSG00000212725	KRTAP2-1	Gm4559
ENSMUSG00000056885	ENSG00000213417	KRTAP2-4	Gm4559
ENSMUSG00000056885	ENSG00000212724	KRTAP2-3	Gm4559
ENSMUSG00000056885	ENSG00000214518	KRTAP2-2	Gm4559
ENSMUSG00000056885	ENSG00000215454	KRTAP10-4	Gm4559
ENSMUSG00000056885	ENSG00000243489	KRTAP10-11	Gm4559
ENSMUSG00000056885	ENSG00000188155	KRTAP10-6	Gm4559
ENSMUSG00000056885	ENSG00000221837	KRTAP10-9	Gm4559
ENSMUSG00000056885	ENSG00000241241	KRTAP4-16	Gm4559
ENSMUSG00000056885	ENSG00000212721	KRTAP4-11	Gm4559
ENSMUSG00000056885	ENSG00000212722	KRTAP4-9	Gm4559
ENSMUSG00000056885	ENSG00000204880	KRTAP4-8	Gm4559
ENSMUSG00000056885	ENSG00000171396	KRTAP4-4	Gm4559
ENSMUSG00000056885	ENSG00000244537	KRTAP4-2	Gm4559
ENSMUSG00000056885	ENSG00000198443	KRTAP4-1	Gm4559
ENSMUSG00000056885	ENSG00000241123	KRTAP10-5	Gm4559
ENSMUSG00000056885	ENSG00000215455	KRTAP10-1	Gm4559
ENSMUSG00000056885	ENSG00000212935	KRTAP10-3	Gm4559
ENSMUSG00000056885	ENSG00000212659	KRTAP9-6	Gm4559
ENSMUSG00000056885	ENSG00000204873	KRTAP9-3	Gm4559
ENSMUSG00000056885	ENSG00000187272	KRTAP9-8	Gm4559
ENSMUSG00000056885	ENSG00000241595	KRTAP9-4	Gm4559
ENSMUSG00000056885	ENSG00000198083	KRTAP9-9	Gm4559
ENSMUSG00000056885	ENSG00000239886	KRTAP9-2	Gm4559
ENSMUSG00000056885	ENSG00000180386	KRTAP9-7	Gm4559
ENSMUSG00000056885	ENSG00000240542	KRTAP9-1	Gm4559
ENSMUSG00000056885	ENSG00000198271	KRTAP4-5	Gm4559
ENSMUSG00000006143	ENSG00000284981	UPK3BL2	Upk3bl
ENSMUSG00000006143	ENSG00000205236	AC105052.1	Upk3bl
ENSMUSG00000006143	ENSG00000267368	UPK3BL1	Upk3bl
ENSMUSG00000066100	ENSG00000185940	KRTAP5-5	Krtap5-1
ENSMUSG00000066100	ENSG00000205867	KRTAP5-2	Krtap5-1
ENSMUSG00000042747	ENSG00000163463	KRTCAP2	Krtcap2
ENSMUSG00000007035	ENSG00000204410	MSH5	Msh5
ENSMUSG00000007035	ENSG00000255152	MSH5-SAPCD1	Msh5
ENSMUSG00000026931	ENSG00000165863	C10orf82	1700019N19Rik
ENSMUSG00000003665	ENSG00000105509	HAS1	Has1
ENSMUSG00000008028	ENSG00000235034	C19orf81	1700008O03Rik
ENSMUSG00000054474	ENSG00000144115	THNSL2	Thnsl2
ENSMUSG00000026457	ENSG00000159346	ADIPOR1	Adipor1
ENSMUSG00000053846	ENSG00000101670	LIPG	Lipg
ENSMUSG00000108908	ENSG00000177693	OR4F4	Olfr1293-ps
ENSMUSG00000108908	ENSG00000186092	OR4F5	Olfr1293-ps
ENSMUSG00000108908	ENSG00000176695	OR4F17	Olfr1293-ps
ENSMUSG00000015656	ENSG00000109971	HSPA8	Hspa8
ENSMUSG00000045639	ENSG00000102870	ZNF629	Zfp629
ENSMUSG00000009487	ENSG00000188162	OTOG	Otog
ENSMUSG00000026843	ENSG00000107164	FUBP3	Fubp3
ENSMUSG00000008475	ENSG00000162704	ARPC5	Arpc5
ENSMUSG00000094845	ENSG00000182896	TMEM95	Tmem95
ENSMUSG00000042766	ENSG00000163462	TRIM46	Trim46
ENSMUSG00000046731	ENSG00000213859	KCTD11	Kctd11
ENSMUSG00000034336	ENSG00000148798	INA	Ina
ENSMUSG00000027429	ENSG00000101310	SEC23B	Sec23b
ENSMUSG00000035824	ENSG00000166548	TK2	Tk2
ENSMUSG00000063672	ENSG00000165066	NKX6-3	Nkx6-3
ENSMUSG00000004798	ENSG00000083290	ULK2	Ulk2
ENSMUSG00000017195	ENSG00000186075	ZPBP2	Zpbp2
ENSMUSG00000034063	ENSG00000131379	C3orf20	4930590J08Rik
ENSMUSG00000021678	ENSG00000164251	F2RL1	F2rl1
ENSMUSG00000058331	ENSG00000197013	ZNF429	Zfp85
ENSMUSG00000025041	ENSG00000076685	NT5C2	Nt5c2
ENSMUSG00000100200	ENSG00000229674	H2AL1RP	H2al1m
ENSMUSG00000028414	ENSG00000106692	FKTN	Fktn
ENSMUSG00000015342	ENSG00000047597	XK	Xk
ENSMUSG00000054626	ENSG00000139351	SYCP3	Xlr
ENSMUSG00000030982	ENSG00000103544	VPS35L	Vps35l
ENSMUSG00000066196	ENSG00000137098	SPAG8	Spag8
ENSMUSG00000027919	ENSG00000187173	LCE2A	Lce1g
ENSMUSG00000027919	ENSG00000159455	LCE2B	Lce1g
ENSMUSG00000027919	ENSG00000187223	LCE2D	Lce1g
ENSMUSG00000027919	ENSG00000187180	LCE2C	Lce1g
ENSMUSG00000009216	ENSG00000196990	FAM163B	Fam163b
ENSMUSG00000054422	ENSG00000163586	FABP1	Fabp1
ENSMUSG00000007682	ENSG00000211448	DIO2	Dio2
ENSMUSG00000022353	ENSG00000170873	MTSS1	Mtss1
ENSMUSG00000048029	ENSG00000188316	ENO4	Eno4
ENSMUSG00000040669	ENSG00000111752	PHC1	Phc1
ENSMUSG00000025277	ENSG00000163686	ABHD6	Abhd6
ENSMUSG00000045236	ENSG00000185940	KRTAP5-5	Krtap5-4
ENSMUSG00000045236	ENSG00000205867	KRTAP5-2	Krtap5-4
ENSMUSG00000022637	ENSG00000114423	CBLB	Cblb
ENSMUSG00000055333	ENSG00000086570	FAT2	Fat2
ENSMUSG00000099481	ENSG00000254469	AP002495.1	Xndc1
ENSMUSG00000024897	ENSG00000107282	APBA1	Apba1
ENSMUSG00000020705	ENSG00000198231	DDX42	Ddx42
ENSMUSG00000000184	ENSG00000285901	AC008012.1	Ccnd2
ENSMUSG00000000184	ENSG00000118971	CCND2	Ccnd2
ENSMUSG00000020000	ENSG00000079931	MOXD1	Moxd1
ENSMUSG00000028417	ENSG00000186051	TAL2	Tal2
ENSMUSG00000046962	ENSG00000173276	ZBTB21	Zbtb21
ENSMUSG00000020461	ENSG00000162994	CLHC1	Clhc1
ENSMUSG00000031545	ENSG00000158669	GPAT4	Gpat4
ENSMUSG00000045518	ENSG00000205922	ONECUT3	Onecut3
ENSMUSG00000030204	ENSG00000213782	DDX47	Ddx47
ENSMUSG00000061958	ENSG00000239839	DEFA3	Defa38
ENSMUSG00000061958	ENSG00000164821	DEFA4	Defa38
ENSMUSG00000061958	ENSG00000240247	DEFA1B	Defa38
ENSMUSG00000061958	ENSG00000164816	DEFA5	Defa38
ENSMUSG00000061958	ENSG00000206047	DEFA1	Defa38
ENSMUSG00000061958	ENSG00000164822	DEFA6	Defa38
ENSMUSG00000057396	ENSG00000213799	ZNF845	Zfp759
ENSMUSG00000022516	ENSG00000168101	NUDT16L1	Nudt16l1
ENSMUSG00000038372	ENSG00000112699	GMDS	Gmds
ENSMUSG00000031651	ENSG00000184108	TRIML1	Triml1
ENSMUSG00000025092	ENSG00000165868	HSPA12A	Hspa12a
ENSMUSG00000025153	ENSG00000169710	FASN	Fasn
ENSMUSG00000022517	ENSG00000102858	MGRN1	Mgrn1
ENSMUSG00000046590	ENSG00000241356	OR5G3	Olfr1165-ps
ENSMUSG00000002240	ENSG00000187533	PRR27	Prr27
ENSMUSG00000045975	ENSG00000157617	C2CD2	C2cd2
ENSMUSG00000032890	ENSG00000117016	RIMS3	Rims3
ENSMUSG00000021288	ENSG00000126214	KLC1	Klc1
ENSMUSG00000001783	ENSG00000100220	RTCB	Rtcb
ENSMUSG00000028420	ENSG00000095209	TMEM38B	Tmem38b
ENSMUSG00000017688	ENSG00000164749	HNF4G	Hnf4g
ENSMUSG00000021451	ENSG00000187764	SEMA4D	Sema4d
ENSMUSG00000005503	ENSG00000106038	EVX1	Evx1
ENSMUSG00000020460	ENSG00000143947	RPS27A	Rps27a
ENSMUSG00000038598	ENSG00000165181	SHOC1	Shoc1
ENSMUSG00000076617	ENSG00000211899	IGHM	Ighm
ENSMUSG00000045777	ENSG00000244242	IFITM10	Ifitm10
ENSMUSG00000021550	ENSG00000165118	C9orf64	2210016F16Rik
ENSMUSG00000045294	ENSG00000186480	INSIG1	Insig1
ENSMUSG00000058119	ENSG00000204983	PRSS1	Gm5771
ENSMUSG00000058119	ENSG00000010438	PRSS3	Gm5771
ENSMUSG00000058119	ENSG00000275896	PRSS2	Gm5771
ENSMUSG00000026395	ENSG00000081237	PTPRC	Ptprc
ENSMUSG00000019768	ENSG00000091831	ESR1	Esr1
ENSMUSG00000001105	ENSG00000109083	IFT20	Ift20
ENSMUSG00000069662	ENSG00000277443	MARCKS	Marcks
ENSMUSG00000020932	ENSG00000131095	GFAP	Gfap
ENSMUSG00000067750	ENSG00000135314	KHDC1	Khdc1a
ENSMUSG00000067750	ENSG00000243501	AL365232.1	Khdc1a
ENSMUSG00000067750	ENSG00000256980	KHDC1L	Khdc1a
ENSMUSG00000085111	ENSG00000187855	ASCL4	Ascl4
ENSMUSG00000031570	ENSG00000147535	PLPP5	Plpp5
ENSMUSG00000028382	ENSG00000119314	PTBP3	Ptbp3
ENSMUSG00000025429	ENSG00000152229	PSTPIP2	Pstpip2
ENSMUSG00000007891	ENSG00000250644	AC068580.4	Ctsd
ENSMUSG00000007891	ENSG00000117984	CTSD	Ctsd
ENSMUSG00000024534	ENSG00000064692	SNCAIP	Sncaip
ENSMUSG00000036327	ENSG00000165661	QSOX2	Qsox2
ENSMUSG00000036299	ENSG00000177576	C18orf32	BC031181
ENSMUSG00000079324	ENSG00000181626	ANKRD62	4932414N04Rik
ENSMUSG00000074358	ENSG00000104983	CCDC61	Ccdc61
ENSMUSG00000048960	ENSG00000046889	PREX2	Prex2
ENSMUSG00000037242	ENSG00000169504	CLIC4	Clic4
ENSMUSG00000009471	ENSG00000129152	MYOD1	Myod1
ENSMUSG00000024667	ENSG00000187049	TMEM216	Tmem216
ENSMUSG00000100448	ENSG00000229674	H2AL1RP	H2al1k
ENSMUSG00000019873	ENSG00000165476	REEP3	Reep3
ENSMUSG00000062737	ENSG00000172179	PRL	Prl3d2
ENSMUSG00000073916	ENSG00000181009	OR52N5	Olfr669
ENSMUSG00000041722	ENSG00000135314	KHDC1	Khdc1c
ENSMUSG00000041722	ENSG00000243501	AL365232.1	Khdc1c
ENSMUSG00000041722	ENSG00000256980	KHDC1L	Khdc1c
ENSMUSG00000037628	ENSG00000100526	CDKN3	Cdkn3
ENSMUSG00000028530	ENSG00000162434	JAK1	Jak1
ENSMUSG00000036905	ENSG00000173369	C1QB	C1qb
ENSMUSG00000058975	ENSG00000129159	KCNC1	Kcnc1
ENSMUSG00000022855	ENSG00000163904	SENP2	Senp2
ENSMUSG00000063177	ENSG00000142515	KLK3	Klk1b27
ENSMUSG00000063177	ENSG00000167751	KLK2	Klk1b27
ENSMUSG00000063177	ENSG00000167748	KLK1	Klk1b27
ENSMUSG00000029270	ENSG00000154511	DIPK1A	Dipk1a
ENSMUSG00000085079	ENSG00000135314	KHDC1	Khdc1b
ENSMUSG00000085079	ENSG00000243501	AL365232.1	Khdc1b
ENSMUSG00000085079	ENSG00000256980	KHDC1L	Khdc1b
ENSMUSG00000037876	ENSG00000171988	JMJD1C	Jmjd1c
ENSMUSG00000037979	ENSG00000119242	CCDC92	Ccdc92
ENSMUSG00000028470	ENSG00000137133	HINT2	Hint2
ENSMUSG00000027860	ENSG00000173218	VANGL1	Vangl1
ENSMUSG00000058900	ENSG00000005801	ZNF195	Rsl1
ENSMUSG00000024668	ENSG00000167985	SDHAF2	Sdhaf2
ENSMUSG00000029304	ENSG00000118785	SPP1	Spp1
ENSMUSG00000007880	ENSG00000117713	ARID1A	Arid1a
ENSMUSG00000066516	ENSG00000142515	KLK3	Klk1b21
ENSMUSG00000066516	ENSG00000167751	KLK2	Klk1b21
ENSMUSG00000066516	ENSG00000167748	KLK1	Klk1b21
ENSMUSG00000027173	ENSG00000121690	DEPDC7	Depdc7
ENSMUSG00000051378	ENSG00000186185	KIF18B	Kif18b
ENSMUSG00000026934	ENSG00000107187	LHX3	Lhx3
ENSMUSG00000035964	ENSG00000105696	TMEM59L	Tmem59l
ENSMUSG00000009580	ENSG00000109205	ODAM	Odam
ENSMUSG00000060177	ENSG00000142515	KLK3	Klk1b22
ENSMUSG00000060177	ENSG00000167751	KLK2	Klk1b22
ENSMUSG00000060177	ENSG00000167748	KLK1	Klk1b22
ENSMUSG00000026048	ENSG00000134899	ERCC5	Ercc5
ENSMUSG00000062563	ENSG00000205795	CYS1	Cys1
ENSMUSG00000029095	ENSG00000163995	ABLIM2	Ablim2
ENSMUSG00000034820	ENSG00000149532	CPSF7	Cpsf7
ENSMUSG00000090176	ENSG00000163606	CD200R1	Cd200r2
ENSMUSG00000090176	ENSG00000206531	CD200R1L	Cd200r2
ENSMUSG00000062201	ENSG00000172179	PRL	Prl3d3
ENSMUSG00000027630	ENSG00000177565	TBL1XR1	Tbl1xr1
ENSMUSG00000006315	ENSG00000105677	TMEM147	Tmem147
ENSMUSG00000047197	ENSG00000183153	GJD3	Gjd3
ENSMUSG00000021134	ENSG00000100650	SRSF5	Srsf5
ENSMUSG00000024339	ENSG00000204267	TAP2	Tap2
ENSMUSG00000024339	ENSG00000250264	AL669918.1	Tap2
ENSMUSG00000059981	ENSG00000149930	TAOK2	Taok2
ENSMUSG00000013611	ENSG00000174226	SNX31	Snx31
ENSMUSG00000029569	ENSG00000146802	TMEM168	Tmem168
ENSMUSG00000057101	ENSG00000167384	ZNF180	Zfp180
ENSMUSG00000042268	ENSG00000174502	SLC26A9	Slc26a9
ENSMUSG00000027333	ENSG00000088826	SMOX	Smox
ENSMUSG00000096520	ENSG00000242875	RBMY1B	Gm3376
ENSMUSG00000096520	ENSG00000234414	RBMY1A1	Gm3376
ENSMUSG00000096520	ENSG00000244395	RBMY1D	Gm3376
ENSMUSG00000096520	ENSG00000169800	RBMY1F	Gm3376
ENSMUSG00000096520	ENSG00000226941	RBMY1J	Gm3376
ENSMUSG00000096520	ENSG00000242389	RBMY1E	Gm3376
ENSMUSG00000039095	ENSG00000164778	EN2	En2
ENSMUSG00000020549	ENSG00000006744	ELAC2	Elac2
ENSMUSG00000113805	ENSG00000198692	EIF1AY	Gm5788
ENSMUSG00000110040	ENSG00000250644	AC068580.4	Gm49369
ENSMUSG00000110040	ENSG00000117984	CTSD	Gm49369
ENSMUSG00000054986	ENSG00000100012	SEC14L3	Sec14l3
ENSMUSG00000028708	ENSG00000079277	MKNK1	Mknk1
ENSMUSG00000039032	ENSG00000213265	TSGA13	Tsga13
ENSMUSG00000052675	ENSG00000062370	ZNF112	Zfp112
ENSMUSG00000052675	ENSG00000267173	AC245748.1	Zfp112
ENSMUSG00000090247	ENSG00000135441	BLOC1S1	Bloc1s1
ENSMUSG00000090247	ENSG00000258311	AC009779.4	Bloc1s1
ENSMUSG00000020375	ENSG00000176783	RUFY1	Rufy1
ENSMUSG00000001943	ENSG00000019102	VSIG2	Vsig2
ENSMUSG00000021417	ENSG00000198721	ECI2	Eci2
ENSMUSG00000004631	ENSG00000127990	SGCE	Sgce
ENSMUSG00000035275	ENSG00000162437	RAVER2	Raver2
ENSMUSG00000074444	ENSG00000239839	DEFA3	Defa30
ENSMUSG00000074444	ENSG00000164821	DEFA4	Defa30
ENSMUSG00000074444	ENSG00000240247	DEFA1B	Defa30
ENSMUSG00000074444	ENSG00000164816	DEFA5	Defa30
ENSMUSG00000074444	ENSG00000206047	DEFA1	Defa30
ENSMUSG00000074444	ENSG00000164822	DEFA6	Defa30
ENSMUSG00000025350	ENSG00000135437	RDH5	Rdh5
ENSMUSG00000026915	ENSG00000165209	STRBP	Strbp
ENSMUSG00000019997	ENSG00000118523	CCN2	Ccn2
ENSMUSG00000024338	ENSG00000204264	PSMB8	Psmb8
ENSMUSG00000078716	ENSG00000137103	TMEM8B	Tmem8b
ENSMUSG00000024493	ENSG00000133706	LARS1	Lars
ENSMUSG00000042726	ENSG00000135148	TRAFD1	Trafd1
ENSMUSG00000050382	ENSG00000166813	KIF7	Kif7
ENSMUSG00000020774	ENSG00000108381	ASPA	Aspa
ENSMUSG00000038150	ENSG00000172057	ORMDL3	Ormdl3
ENSMUSG00000026455	ENSG00000117153	KLHL12	Klhl12
ENSMUSG00000006301	ENSG00000135926	TMBIM1	Tmbim1
ENSMUSG00000038822	ENSG00000085382	HACE1	Hace1
ENSMUSG00000020099	ENSG00000107731	UNC5B	Unc5b
ENSMUSG00000021147	ENSG00000047056	WDR37	Wdr37
ENSMUSG00000025500	ENSG00000185522	LMNTD2	Lmntd2
ENSMUSG00000020115	ENSG00000183735	TBK1	Tbk1
ENSMUSG00000055531	ENSG00000111605	CPSF6	Cpsf6
ENSMUSG00000095675	ENSG00000137077	CCL21	Ccl21b
ENSMUSG00000028439	ENSG00000164970	FAM219A	Fam219a
ENSMUSG00000021287	ENSG00000126215	XRCC3	Xrcc3
ENSMUSG00000059832	ENSG00000203786	KPRP	Kprp
ENSMUSG00000030103	ENSG00000134107	BHLHE40	Bhlhe40
ENSMUSG00000026272	ENSG00000172482	AGXT	Agxt
ENSMUSG00000024853	ENSG00000087365	SF3B2	Sf3b2
ENSMUSG00000021124	ENSG00000100568	VTI1B	Vti1b
ENSMUSG00000027401	ENSG00000286022	AL121899.2	Tgm3
ENSMUSG00000027401	ENSG00000125780	TGM3	Tgm3
ENSMUSG00000094695	ENSG00000187186	AL162231.1	Gm21953
ENSMUSG00000071890	ENSG00000117501	MROH9	Mroh9
ENSMUSG00000054196	ENSG00000164932	CTHRC1	Cthrc1
ENSMUSG00000028629	ENSG00000164002	EXO5	Exo5
ENSMUSG00000048376	ENSG00000181104	F2R	F2r
ENSMUSG00000026009	ENSG00000163600	ICOS	Icos
